id,EAP,HPL,MWS
id00008,0.28547790646553,0.577311336994171,0.127108499407768
id00011,0.185057744383812,0.207628190517426,0.321045011281967
id00013,0.529464364051819,0.410908192396164,0.385074377059937
id00018,0.497782349586487,0.381463646888733,0.314258068799973
id00020,0.289868116378784,0.610878169536591,0.300667554140091
id00023,0.21234954893589,0.218889981508255,0.28458434343338
id00025,0.604047954082489,0.170231834053993,0.356062352657318
id00026,0.220906838774681,0.421517431735992,0.359353333711624
id00040,0.17504520714283,0.305921256542206,0.589625060558319
id00041,0.766607761383057,0.272561311721802,0.205028936266899
id00044,0.134592309594154,0.312143832445145,0.205345988273621
id00046,0.0987998843193054,0.564107298851013,0.551463961601257
id00047,0.683093428611755,0.1237488463521,0.202365770936012
id00055,0.149996519088745,0.204584896564484,0.246170282363892
id00058,0.166910037398338,0.185730889439583,0.291892200708389
id00059,0.572265625,0.60968416929245,0.0564021170139313
id00066,0.291461706161499,0.54996383190155,0.651705682277679
id00069,0.136272624135017,0.293127179145813,0.532950162887573
id00071,0.84495335817337,0.156908974051476,0.246001273393631
id00072,0.0653439164161682,0.45902356505394,0.221048563718796
id00074,0.0897027254104614,0.215927973389626,0.454137295484543
id00076,0.499676436185837,0.325048506259918,0.182349294424057
id00083,0.234003618359566,0.576137959957123,0.3635134100914
id00085,0.266319960355759,0.221294656395912,0.297354072332382
id00087,0.544404208660126,0.202567398548126,0.185750618577003
id00088,0.243145048618317,0.542119443416596,0.516895353794098
id00089,0.212450712919235,0.259479761123657,0.75993424654007
id00092,0.389568388462067,0.198400810360909,0.107096590101719
id00096,0.268258035182953,0.639920890331268,0.132969170808792
id00101,0.342173606157303,0.182818666100502,0.677075624465942
id00102,0.568030297756195,0.177260458469391,0.2016212195158
id00104,0.26806315779686,0.649002611637116,0.121303178369999
id00105,0.163906499743462,0.185649961233139,0.441352784633636
id00110,0.472671777009964,0.165347427129745,0.342701613903046
id00111,0.0720668956637383,0.183430448174477,0.215945601463318
id00112,0.455261290073395,0.310999304056168,0.291685819625855
id00114,0.388365566730499,0.505570232868195,0.595281302928925
id00115,0.417670696973801,0.51932293176651,0.11303286254406
id00116,0.193963721394539,0.198998808860779,0.368757098913193
id00118,0.541602432727814,0.281678259372711,0.309793174266815
id00121,0.244474351406097,0.557863116264343,0.321449756622314
id00124,0.213923215866089,0.226521775126457,0.352827668190002
id00125,0.561842381954193,0.215615138411522,0.358875334262848
id00126,0.203340008854866,0.161328434944153,0.288297027349472
id00132,0.23481759428978,0.0317369289696217,0.755292534828186
id00134,0.514047265052795,0.806934595108032,0.136426448822021
id00137,0.248970121145248,0.820480942726135,0.108281046152115
id00139,0.236982643604279,0.0910665318369865,0.436753541231155
id00140,0.634809136390686,0.0884524956345558,0.306496471166611
id00142,0.234105721116066,0.441388964653015,0.256750017404556
id00157,0.131085097789764,0.0696755945682526,0.258737623691559
id00160,0.62592613697052,0.488935470581055,0.479101359844208
id00167,0.163947224617004,0.372875571250916,0.262160986661911
id00173,0.210126608610153,0.203160628676415,0.120346337556839
id00176,0.534826815128326,0.423963844776154,0.510590493679047
id00177,0.255989223718643,0.611861348152161,0.369063138961792
id00178,0.209183931350708,0.150356531143188,0.662468671798706
id00183,0.360110431909561,0.237782120704651,0.203263103961945
id00184,0.458088576793671,0.357491672039032,0.134268239140511
id00189,0.181800916790962,0.409067898988724,0.489451885223389
id00190,0.6654212474823,0.233440443873405,0.341005235910416
id00191,0.210351169109344,0.45613557100296,0.16954293847084
id00192,0.124227628111839,0.393319636583328,0.554040491580963
id00194,0.283670097589493,0.150544807314873,0.220848128199577
id00195,0.265825033187866,0.2267135232687,0.225111395120621
id00196,0.450504839420319,0.138462200760841,0.420095860958099
id00199,0.383340150117874,0.634824275970459,0.381788045167923
id00203,0.408575087785721,0.565582513809204,0.198116093873978
id00206,0.208084776997566,0.215818837285042,0.595345854759216
id00210,0.631976962089539,0.218598678708076,0.162303298711777
id00214,0.165239632129669,0.59809547662735,0.242350846529007
id00215,0.202783450484276,0.203408166766167,0.643210530281067
id00217,0.361722439527512,0.198496356606483,0.104374825954437
id00219,0.498418927192688,0.400358378887177,0.252414584159851
id00228,0.139858588576317,0.396579533815384,0.581639349460602
id00231,0.345374464988709,0.203062072396278,0.231593236327171
id00233,0.405871689319611,0.305967152118683,0.186767414212227
id00235,0.24875383079052,0.281600207090378,0.766130149364471
id00240,0.555040836334229,0.412432640790939,0.0881127342581749
id00243,0.23676435649395,0.630526959896088,0.145757094025612
id00245,0.208194822072983,0.233795195817947,0.177685499191284
id00247,0.516125082969666,0.135677859187126,0.136382550001144
id00249,0.19068968296051,0.586616098880768,0.685931980609894
id00258,0.293185204267502,0.209719091653824,0.823414385318756
id00262,0.516443431377411,0.203664764761925,0.0911870673298836
id00263,0.31100407242775,0.437872231006622,0.0853985548019409
id00266,0.172552555799484,0.179925724864006,0.28757107257843
id00269,0.52149498462677,0.382202059030533,0.587794661521912
id00273,0.208793714642525,0.373819798231125,0.124634228646755
id00274,0.269711315631866,0.227057099342346,0.436717927455902
id00294,0.476177960634232,0.399123102426529,0.264380544424057
id00296,0.224832579493523,0.377118587493897,0.298901557922363
id00298,0.298989474773407,0.317786931991577,0.410408705472946
id00300,0.735024213790894,0.305094450712204,0.246952399611473
id00305,0.131847679615021,0.449772268533707,0.342638939619064
id00313,0.133128091692925,0.411723136901855,0.739620566368103
id00319,0.506391823291779,0.138504564762115,0.122224144637585
id00320,0.392564922571182,0.60017853975296,0.138155281543732
id00325,0.101043254137039,0.206221729516983,0.548976838588715
id00326,0.603955388069153,0.193599760532379,0.0924453288316727
id00327,0.185833901166916,0.528529942035675,0.358577847480774
id00328,0.210210740566254,0.252356469631195,0.50127524137497
id00330,0.531337141990662,0.219113618135452,0.180147513747215
id00331,0.19027478992939,0.723392844200134,0.318577259778976
id00333,0.27838808298111,0.157378166913986,0.538500964641571
id00335,0.486134678125382,0.119228959083557,0.253335267305374
id00339,0.314562261104584,0.49890810251236,0.208163753151894
id00340,0.19930300116539,0.251868188381195,0.397696942090988
id00342,0.665768980979919,0.249223709106445,0.461330056190491
id00343,0.181755900382996,0.466104686260223,0.140973061323166
id00344,0.152475073933601,0.347556918859482,0.26845708489418
id00345,0.795893371105194,0.186338379979134,0.216290444135666
id00346,0.103650435805321,0.723266065120697,0.515252470970154
id00347,0.100456155836582,0.14571650326252,0.531178414821625
id00348,0.538073241710663,0.131017431616783,0.212670713663101
id00349,0.202450945973396,0.475939244031906,0.256150841712952
id00350,0.259475767612457,0.290152907371521,0.503045737743378
id00351,0.554928541183472,0.233907863497734,0.240593448281288
id00352,0.228025257587433,0.403337746858597,0.256360799074173
id00355,0.217046216130257,0.390184164047241,0.576169192790985
id00356,0.428534656763077,0.206478118896484,0.291271716356277
id00360,0.326451301574707,0.392090439796448,0.132559135556221
id00364,0.245014026761055,0.338553905487061,0.385961174964905
id00366,0.288831323385239,0.269355684518814,0.464940756559372
id00367,0.280326783657074,0.536538302898407,0.14909802377224
id00372,0.430841892957687,0.253608375787735,0.363850563764572
id00373,0.821652352809906,0.209853321313858,0.251768231391907
id00378,0.105111308395863,0.39804995059967,0.384381145238876
id00380,0.0732363387942314,0.279616355895996,0.580359816551209
id00382,0.661127269268036,0.322333663702011,0.233931317925453
id00395,0.129601493477821,0.557564437389374,0.185708895325661
id00397,0.209271252155304,0.255449116230011,0.329709887504578
id00398,0.323999345302582,0.186986446380615,0.214450687170029
id00399,0.421314269304276,0.744072616100311,0.455839425325394
id00401,0.254686444997788,0.131330162286758,0.212573051452637
id00406,0.37330487370491,0.124597154557705,0.197850376367569
id00407,0.366926670074463,0.368206590414047,0.589576601982117
id00409,0.259768426418304,0.207899421453476,0.677894055843353
id00411,0.50541764497757,0.423893958330154,0.179290220141411
id00414,0.257975697517395,0.516382157802582,0.142815768718719
id00416,0.236606612801552,0.151786953210831,0.411697715520859
id00417,0.571820199489594,0.331830888986588,0.283376961946487
id00422,0.174341425299644,0.657262563705444,0.304925352334976
id00424,0.253838360309601,0.220695987343788,0.49502694606781
id00426,0.690788209438324,0.122041404247284,0.257810175418854
id00428,0.200448617339134,0.349930703639984,0.247162893414497
id00430,0.108763143420219,0.146841362118721,0.591052293777466
id00432,0.565815329551697,0.503227949142456,0.144596770405769
id00443,0.0842459350824356,0.626265406608582,0.264350950717926
id00449,0.349938720464706,0.164466425776482,0.477000325918198
id00451,0.539919495582581,0.209268152713776,0.300205647945404
id00456,0.248904690146446,0.571029484272003,0.22279404103756
id00458,0.211175799369812,0.350527673959732,0.530098557472229
id00459,0.757692277431488,0.0784428417682648,0.212404698133469
id00461,0.110162697732449,0.592199206352234,0.25749671459198
id00462,0.132145002484322,0.219965577125549,0.548704624176025
id00463,0.842112183570862,0.187835216522217,0.164666369557381
