id,EAP,HPL,MWS
id00008,0.999997578628444,3.95124131074174e-18,2.42137155606166e-06
id00011,0.999999997450991,3.15449456920446e-11,2.51746383233164e-09
id00013,7.36741857376549e-20,1,4.98632074138941e-25
id00018,1.99208172774252e-56,0.985502718015241,0.0144972819847591
id00020,3.99175631926846e-33,1,1.83289415004508e-58
id00023,1.8375420420594e-29,1,6.13709478281878e-25
id00025,1.13556462009184e-41,1,3.23034284378219e-76
id00026,0.980966016333917,0.019033982394232,1.2718515263925e-09
id00040,0.00576747264663468,0.994221517534093,1.10098192726067e-05
id00041,1.04195935573687e-19,5.76132517520712e-62,1
id00044,2.00264590593026e-12,4.52230032759867e-14,0.999999999997952
id00046,0.999127425260689,4.62924616418527e-12,0.00087257473468139
id00047,0.00259640673977447,2.01507634297725e-10,0.997403593058718
id00055,0.110764663836726,0.889235336163274,1.90067142214518e-18
id00058,1.14684495347538e-05,0.999988531026116,5.24348778802714e-10
id00059,0.999877365151762,0.000122634848238121,2.16265028525375e-27
id00066,1.71249400178487e-05,1.20808179380356e-15,0.999982875059981
id00069,3.34700490410162e-06,0.999996634889067,1.81060293237142e-08
id00071,0.999999989450606,1.71552319437191e-26,1.05493943576256e-08
id00072,0.648466315339135,8.51804883246408e-12,0.351533684652347
id00074,1,6.3725593351334e-21,9.4134936545875e-17
id00076,1.01177295158918e-173,6.13312903653799e-15,0.999999999999994
id00083,1.11108485132373e-08,0.999999988889151,1.50985579615016e-18
id00085,0.000735874792826579,0.999264125207173,1.5520235771066e-47
id00087,0.13992034704066,0.86007965295934,3.03049650669221e-40
id00088,0.999984654394531,1.4776684324016e-05,5.68921145246632e-07
id00089,0.999999995072807,4.92188773404307e-09,5.3056148325534e-12
id00092,2.70605673931658e-07,1.12082572455176e-80,0.999999729394326
id00096,0.999997519822635,1.59589311780384e-10,2.48001777602358e-06
id00101,0.999378712006245,0.000621287369811494,6.23943889461126e-10
id00102,7.23023760070593e-10,0.989250502525357,0.010749496751619
id00104,0.998754593982174,5.04494348144631e-21,0.00124540601782581
id00105,1.25616154383922e-47,5.16065529951187e-215,1
id00110,2.28762211421966e-58,2.37885264898656e-208,1
id00111,2.31857915696165e-33,1,6.66636311961123e-35
id00112,2.87241438338185e-09,0.999999996674828,4.527578753517e-10
id00114,0.0124695082169675,0.98753049178303,2.13481030183716e-15
id00115,0.998729753146113,0.00127024630716235,5.467248447351e-10
id00116,0.000842616465476972,0.999157383534523,1.8310870896566e-25
id00118,0.999993283402697,6.66540932609389e-06,5.11879774721556e-08
id00121,4.31229719737729e-12,0.999999999995688,2.75841021435824e-17
id00124,1.85770503606581e-07,7.62438956731286e-88,0.999999814229496
id00125,4.66436253203511e-57,1,3.96315548518272e-115
id00126,0.000436423980520812,0.999563576019479,9.72327972747014e-18
id00132,0.863112872652381,0.136887127347609,9.89656555976831e-15
id00134,1.66690297238809e-27,1,1.29069015852692e-47
id00137,7.67525685062666e-10,0.999999999232474,3.61099732026232e-23
id00139,4.35307668652513e-15,0.000357551667655966,0.99964244833234
id00140,0.000265511165380933,9.66301568010872e-13,0.999734488833653
id00142,1.46638808403612e-113,1,1.33401374016184e-193
id00157,0.99999999505511,1.47484017057183e-14,4.94487525449437e-09
id00160,0.985368493071905,0.0146315024001521,4.52794244629132e-09
id00167,1.13438240192265e-14,0.999999999999989,3.25673166966895e-74
id00173,4.88095370509644e-05,0.717909411999786,0.282041778463163
id00176,1,3.68288113115621e-19,1.36377218746768e-53
id00177,1.96305451274472e-19,3.22525932370653e-84,1
id00178,0.00202549549120101,4.15468560349705e-05,0.997932957652764
id00183,0.343803791962491,0.656196208037503,5.28215612511609e-15
id00184,1.84850238082218e-20,2.29729441537992e-31,1
id00189,5.69892574034599e-35,1,1.46323371144379e-71
id00190,0.705558259064454,0.294441738467183,2.46836295907817e-09
id00191,0.999959366005105,5.43275141253234e-23,4.06339948950177e-05
id00192,0.999999999999838,1.74753470928816e-33,1.62227270752313e-13
id00194,2.61448643830334e-19,1.11901315428526e-12,0.999999999998881
id00195,1,1.29314784593104e-32,2.52318230350914e-64
id00196,0.992703575528177,0.00729642280648405,1.66533883376161e-09
id00199,5.9564482759356e-31,1.17154841820666e-26,1
id00203,0.999844009445199,1.91475718165437e-16,0.00015599055480076
id00206,0.999999990156945,9.84305508875425e-09,1.8655188484782e-28
